meanFix,minFix,maxFix,varFix,stdFix,meanDis,minDis,maxDis,varDis,stdDisp,freqDisPerSec,number_of_blinks,blinkMean,blinkMin,blinkMax,blinkRate,xDir,yDir,fixDensPerBB,label,duration,participant_id
159.15384615384616,100,334,5420.474358974358,73.62387085025046,0.11593440734034152,0.02821742937657196,0.5769801082633104,0.027765685122716367,0.1666303847523505,2.6,33,604.030303030303,33,1167,6.6,0.6666666666666666,0.5833333333333334,21.175422939072018,Search,5,06
235.5,100,767,44229.2,210.30739406877734,0.07179357532305776,0.02855672666004317,0.2836244948779831,0.004818718034957889,0.06941698664561786,3.2,5,933.6,34,3366,1.0,0.3333333333333333,0.6,59.63170561897946,Search,5,06
133.25,100,200,1285.4605263157894,35.85331959966593,0.1168921644393518,0.02824852836671142,0.8562619070554545,0.035912026072597865,0.1895046861494403,4.0,20,936.55,433,1000,4.0,0.42105263157894735,0.5263157894736842,103.32926771413355,Search,5,06
161.7,100,534,9769.484210526314,98.84070118390659,0.060035437528185465,0.028131431697591077,0.22060022023654072,0.002842453847289941,0.05331466821888645,4.0,4,1108.0,66,3800,0.8,0.631578947368421,0.47368421052631576,126.2657828274837,Search,5,06
139.11764705882354,100,233,1695.110294117647,41.171717162606264,0.06867207024845015,0.028215235993407847,0.27853101902833205,0.005366070074757807,0.07325346459218027,3.4,21,733.2857142857143,33,1733,4.2,0.625,0.375,34.78425783599826,Search,5,06
156.65,100,433,6439.502631578948,80.24651164741648,0.07302985056416494,0.028748406665476962,0.33957168424504186,0.0058745541954119415,0.0766456404201305,4.0,18,798.0555555555555,33,1267,3.6,0.47368421052631576,0.6842105263157895,125.15013510808106,Search,5,06
188.25,100,500,12429.03947368421,111.48560209141003,0.060608191253392694,0.013786748451435798,0.14972687448152464,0.0013990350052669363,0.037403676360311645,4.0,3,955.3333333333334,33,2267,0.6,0.7368421052631579,0.47368421052631576,704.3339757880477,Search,5,06
243.35294117647058,100,867,30255.992647058818,173.94249810514629,0.03842813991735655,0.010582183322515867,0.07118106104999238,0.0002476669888972645,0.015737439083194714,3.4,0,0,0,0,0,0.5,0.4375,406.18377621525616,Search,5,06
219.58823529411765,100,767,26832.75735294117,163.80707357419328,0.07254643180153171,0.0279344289549685,0.22196406051509676,0.004652829510735556,0.06821165230908541,3.4,11,409.3636363636364,34,1833,2.2,0.5,0.625,346.686376507735,Search,5,06
217.57894736842104,100,534,15369.035087719294,123.97191249520714,0.04653484575906047,0.023853763459843736,0.16847905571932298,0.0014224530228376274,0.037715421551901385,3.8,0,0,0,0,0,0.5,0.5555555555555556,268.79112798690585,Search,5,06
217.52631578947367,100,467,13643.818713450293,116.80675799563265,0.04968752292790113,0.028016520783373498,0.11763456636463228,0.0007462912155196266,0.027318331126180213,3.8,0,0,0,0,0,0.7222222222222222,0.5,262.41627291150957,Search,5,06
